Minute von Zeitstempel;Summe endverbrauchte Energie;Zeitstempel;Summe produzierte Energie;Summe verbrauchte Energie
4. Januar 2010 16:45;2091053;04.01.2010 16:45:00;1765040;2214111
7. Januar 2021 16:15;2064437;07.01.2021 16:15:00;2963422;2214148
5. März 2021 11:45;2098731;05.03.2021 11:45:00;1963547;2214160
12. Januar 2021 20:15;2072119;12.01.2021 20:15:00;2807320;2214164
6. Dezember 2010 20:30;2087485;06.12.2010 20:30:00;2384782;2214167
25. Januar 2011 21:15;2078543;25.01.2011 21:15:00;1759707;2214173
29. Januar 2020 17:30;2092637;29.01.2020 17:30:00;2728296;2214201
6. Januar 2011 16:15;2102015;06.01.2011 16:15:00;1508318;2214212
30. November 2010 21:00;2074498;30.11.2010 21:00:00;2311272;2214277
26. November 2010 20:15;2076173;26.11.2010 20:15:00;2100975;2214286
4. Februar 2010 13:00;2074516;04.02.2010 13:00:00;2020492;2214287
7. September 2010 11:45;2068414;07.09.2010 11:45:00;2443095;2214313
23. Januar 2020 07:15;2102984;23.01.2020 07:15:00;2942493;2214323
4. Januar 2021 16:30;2100912;04.01.2021 16:30:00;2406892;2214341
18. Januar 2010 17:15;2083354;18.01.2010 17:15:00;2068775;2214345
4. Februar 2021 10:45;2075149;04.02.2021 10:45:00;2099808;2214369
21. Januar 2010 16:00;2088409;21.01.2010 16:00:00;1947791;2214369
12. November 2019 10:00;2082633;12.11.2019 10:00:00;2897029;2214376
9. Januar 2020 18:45;2087921;09.01.2020 18:45:00;3227550;2214377
26. Januar 2011 20:45;2084215;26.01.2011 20:45:00;1790484;2214401
20. Dezember 2010 20:15;2094217;20.12.2010 20:15:00;2267006;2214423
25. Februar 2011 14:45;2087270;25.02.2011 14:45:00;1641517;2214435
8. Januar 2021 13:30;2100554;08.01.2021 13:30:00;2854978;2214437
2. November 2011 11:45;2088814;02.11.2011 11:45:00;2141056;2214492
2. März 2010 09:30;2088175;02.03.2010 09:30:00;1977525;2214497
4. November 2020 12:00;2091130;04.11.2020 12:00:00;2754186;2214511
16. März 2021 19:15;2098435;16.03.2021 19:15:00;2876730;2214522
5. November 2010 12:00;2084247;05.11.2010 12:00:00;2036773;2214544
29. Januar 2020 15:30;2083190;29.01.2020 15:30:00;2305357;2214552
18. Dezember 2010 17:15;2100157;18.12.2010 17:15:00;2701427;2214558
10. Februar 2011 12:30;2079417;10.02.2011 12:30:00;1758076;2214568
14. Dezember 2020 14:00;2091415;14.12.2020 14:00:00;2013030;2214574
12. Januar 2021 07:00;2084932;12.01.2021 07:00:00;1969656;2214590
8. Februar 2021 19:15;2101431;08.02.2021 19:15:00;2660983;2214600
4. Januar 2010 14:30;2098334;04.01.2010 14:30:00;1694727;2214610
27. November 2020 12:45;2079217;27.11.2020 12:45:00;2758888;2214617
6. Januar 2020 18:00;2102894;06.01.2020 18:00:00;2419010;2214633
8. Dezember 2020 20:00;2059052;08.12.2020 20:00:00;2160189;2214638
12. Dezember 2019 15:15;2094232;12.12.2019 15:15:00;2614872;2214638
27. Januar 2010 20:45;2086002;27.01.2010 20:45:00;2070255;2214642
8. Dezember 2010 16:45;2096894;08.12.2010 16:45:00;2289725;2214650
29. Januar 2020 15:15;2086656;29.01.2020 15:15:00;2330436;2214655
15. Januar 2010 07:30;2089766;15.01.2010 07:30:00;1800420;2214673
19. November 2019 19:00;2093962;19.11.2019 19:00:00;3235244;2214715
4. Februar 2021 09:45;2099909;04.02.2021 09:45:00;2433282;2214716
15. Februar 2010 17:15;2098016;15.02.2010 17:15:00;2046978;2214720
10. Januar 2020 10:45;2087198;10.01.2020 10:45:00;2586040;2214763
23. November 2010 07:30;2078089;23.11.2010 07:30:00;1870100;2214764
7. Februar 2011 14:00;2059371;07.02.2011 14:00:00;1752770;2214796
8. Februar 2010 15:45;2088804;08.02.2010 15:45:00;2002001;2214798
19. Januar 2010 20:15;2082104;19.01.2010 20:15:00;1948746;2214820
15. März 2021 12:45;2096818;15.03.2021 12:45:00;1706244;2214824
27. Februar 2020 19:30;2084128;27.02.2020 19:30:00;3288228;2214846
14. Januar 2021 20:00;2075291;14.01.2021 20:00:00;2178005;2214847
4. Februar 2011 14:30;2083371;04.02.2011 14:30:00;1912246;2214852
6. Januar 2010 20:00;2092232;06.01.2010 20:00:00;2332834;2214856
19. November 2019 07:45;2100982;19.11.2019 07:45:00;2901522;2214858
28. Februar 2011 20:00;2085257;28.02.2011 20:00:00;2024441;2214890
2. März 2011 20:15;2078411;02.03.2011 20:15:00;1812712;2214896
13. November 2019 10:00;2102611;13.11.2019 10:00:00;2652698;2214899
3. Februar 2021 19:00;2085535;03.02.2021 19:00:00;2287029;2214939
5. März 2010 13:45;2091130;05.03.2010 13:45:00;1660366;2214979
10. Januar 2020 08:15;2088057;10.01.2020 08:15:00;3068481;2214986
14. Januar 2011 14:00;2087552;14.01.2011 14:00:00;1705261;2214998
7. Januar 2021 19:30;2095260;07.01.2021 19:30:00;2874612;2215006
10. Februar 2020 12:00;2080305;10.02.2020 12:00:00;2182978;2215014
22. Januar 2010 17:15;2089912;22.01.2010 17:15:00;1960538;2215025
25. Oktober 2011 10:15;2087585;25.10.2011 10:15:00;1901304;2215028
9. März 2010 21:30;2064762;09.03.2010 21:30:00;1665930;2215034
20. Januar 2020 16:15;2094971;20.01.2020 16:15:00;2392738;2215036
14. Oktober 2010 12:00;2089780;14.10.2010 12:00:00;2289321;2215062
2. März 2011 18:15;2086995;02.03.2011 18:15:00;2064372;2215076
8. März 2010 15:45;2084231;08.03.2010 15:45:00;1957740;2215136
7. Januar 2021 14:00;2062630;07.01.2021 14:00:00;3030928;2215155
14. Februar 2020 11:45;2093283;14.02.2020 11:45:00;3082328;2215156
22. Januar 2021 11:00;2096303;22.01.2021 11:00:00;2504796;2215178
9. März 2020 09:45;2085710;09.03.2020 09:45:00;3096559;2215191
5. Januar 2010 15:45;2101564;05.01.2010 15:45:00;1712540;2215197
4. März 2020 09:00;2095282;04.03.2020 09:00:00;3009391;2215229
21. November 2019 16:45;2092238;21.11.2019 16:45:00;2835767;2215237
1. März 2011 15:00;2080290;01.03.2011 15:00:00;1606057;2215255
16. März 2010 12:45;2084447;16.03.2010 12:45:00;1658803;2215265
13. April 2010 12:00;2087694;13.04.2010 12:00:00;2044294;2215279
11. November 2019 17:45;2096705;11.11.2019 17:45:00;2434228;2215286
14. Januar 2011 17:30;2088562;14.01.2011 17:30:00;1847331;2215334
3. März 2011 15:00;2079012;03.03.2011 15:00:00;1750532;2215347
2. November 2010 10:30;2083822;02.11.2010 10:30:00;1775401;2215363
21. März 2011 10:15;2085333;21.03.2011 10:15:00;1820339;2215374
12. Februar 2010 07:15;2087132;12.02.2010 07:15:00;2258258;2215398
9. Februar 2011 13:30;2080162;09.02.2011 13:30:00;1841799;2215438
4. Februar 2020 19:30;2087977;04.02.2020 19:30:00;2258220;2215466
11. März 2010 20:45;2097131;11.03.2010 20:45:00;1840706;2215467
3. Februar 2021 09:15;2085692;03.02.2021 09:15:00;2247546;2215481
9. Februar 2011 07:30;2091185;09.02.2011 07:30:00;1739540;2215506
21. März 2011 10:00;2094375;21.03.2011 10:00:00;1825088;2215522
15. März 2010 13:15;2093607;15.03.2010 13:15:00;1633358;2215534
17. Februar 2011 20:00;2083037;17.02.2011 20:00:00;2215165;2215540
16. Dezember 2020 14:00;2087941;16.12.2020 14:00:00;2158201;2215543
19. Januar 2021 17:00;2095846;19.01.2021 17:00:00;2458489;2215555
3. Dezember 2019 12:45;2103525;03.12.2019 12:45:00;2581071;2215562
20. Januar 2011 21:15;2080398;20.01.2011 21:15:00;1967719;2215564
14. Dezember 2020 16:30;2087176;14.12.2020 16:30:00;2361116;2215598
14. Januar 2011 13:30;2095531;14.01.2011 13:30:00;1709633;2215668
19. Januar 2011 07:30;2088650;19.01.2011 07:30:00;2092036;2215676
24. Oktober 2011 09:45;2084682;24.10.2011 09:45:00;1944114;2215678
8. Dezember 2010 08:45;2088612;08.12.2010 08:45:00;2286959;2215684
11. Februar 2020 09:30;2070202;11.02.2020 09:30:00;2072410;2215697
15. Dezember 2010 23:00;2082972;15.12.2010 23:00:00;1778587;2215703
29. Januar 2010 20:15;2070659;29.01.2010 20:15:00;1884158;2215713
6. Januar 2011 19:45;2104420;06.01.2011 19:45:00;1708572;2215722
4. Januar 2011 20:45;2088331;04.01.2011 20:45:00;1938440;2215752
13. Januar 2010 20:30;2063566;13.01.2010 20:30:00;1864741;2215759
16. Dezember 2020 13:15;2088951;16.12.2020 13:15:00;2156514;2215796
16. März 2010 19:00;2090057;16.03.2010 19:00:00;1850660;2215820
14. November 2019 08:00;2100150;14.11.2019 08:00:00;2576060;2215839
5. März 2020 18:15;2097270;05.03.2020 18:15:00;2734855;2215891
4. Februar 2021 09:15;2095135;04.02.2021 09:15:00;2487526;2215899
30. November 2010 21:30;2077938;30.11.2010 21:30:00;2096446;2215901
18. März 2021 19:15;2101558;18.03.2021 19:15:00;2895261;2215910
22. Januar 2020 14:45;2109363;22.01.2020 14:45:00;2966246;2215932
19. Februar 2020 18:30;2104750;19.02.2020 18:30:00;3144015;2215944
4. Januar 2021 16:45;2105424;04.01.2021 16:45:00;2439299;2215951
6. Januar 2021 08:15;2090012;06.01.2021 08:15:00;1947900;2216041
9. Januar 2010 18:00;2089760;09.01.2010 18:00:00;2058855;2216049
9. Januar 2020 10:45;2085656;09.01.2020 10:45:00;2899607;2216057
12. März 2010 15:00;2078349;12.03.2010 15:00:00;1590837;2216073
16. Dezember 2020 13:30;2092756;16.12.2020 13:30:00;2161252;2216117
17. Dezember 2019 10:15;2101238;17.12.2019 10:15:00;2619022;2216149
2. Februar 2021 09:00;2094220;02.02.2021 09:00:00;2702440;2216182
14. November 2019 13:30;2097315;14.11.2019 13:30:00;2390634;2216202
4. April 2011 11:00;2092401;04.04.2011 11:00:00;1998764;2216232
4. Februar 2021 11:00;2075395;04.02.2021 11:00:00;2086535;2216244
13. Dezember 2010 22:30;2087951;13.12.2010 22:30:00;2011687;2216272
18. März 2011 12:15;2105211;18.03.2011 12:15:00;1606632;2216302
11. November 2019 08:15;2093682;11.11.2019 08:15:00;2116494;2216333
6. Dezember 2019 17:00;2084914;06.12.2019 17:00:00;2326963;2216391
20. Januar 2021 16:45;2087679;20.01.2021 16:45:00;1918531;2216428
29. Oktober 2010 11:00;2083391;29.10.2010 11:00:00;2137039;2216434
20. Januar 2010 20:15;2077835;20.01.2010 20:15:00;1907289;2216439
20. Februar 2020 09:30;2098494;20.02.2020 09:30:00;2958422;2216442
18. Februar 2010 12:45;2093910;18.02.2010 12:45:00;1706762;2216444
11. November 2019 12:15;2098539;11.11.2019 12:15:00;2289549;2216450
16. März 2021 09:30;2093138;16.03.2021 09:30:00;2595073;2216467
9. Dezember 2019 12:45;2097817;09.12.2019 12:45:00;1916238;2216486
19. Februar 2020 18:45;2103973;19.02.2020 18:45:00;3082828;2216521
22. Januar 2021 12:15;2095239;22.01.2021 12:15:00;2328838;2216522
18. November 2010 15:15;2096358;18.11.2010 15:15:00;1937102;2216522
25. November 2010 07:30;2090557;25.11.2010 07:30:00;2300880;2216554
20. Januar 2020 16:30;2095277;20.01.2020 16:30:00;2402315;2216567
5. Februar 2010 20:00;2068196;05.02.2010 20:00:00;2060075;2216575
29. Januar 2021 19:00;2084043;29.01.2021 19:00:00;2125468;2216581
3. März 2011 20:15;2080640;03.03.2011 20:15:00;1938628;2216609
7. Februar 2020 18:30;2084552;07.02.2020 18:30:00;2711152;2216645
21. Oktober 2011 11:00;2087659;21.10.2011 11:00:00;2458161;2216650
3. Februar 2021 09:00;2088214;03.02.2021 09:00:00;2316778;2216667
16. Dezember 2020 15:30;2057790;16.12.2020 15:30:00;2155664;2216699
9. März 2011 08:00;2078784;09.03.2011 08:00:00;1901696;2216747
7. Januar 2021 14:15;2061986;07.01.2021 14:15:00;3058598;2216785
16. März 2021 09:45;2096207;16.03.2021 09:45:00;2580520;2216794
21. Januar 2011 07:00;2088698;21.01.2011 07:00:00;1772569;2216804
4. März 2011 13:15;2086126;04.03.2011 13:15:00;1587688;2216822
19. Februar 2010 17:00;2080066;19.02.2010 17:00:00;1890758;2216825
17. März 2011 08:45;2092907;17.03.2011 08:45:00;1620098;2216829
19. Dezember 2019 10:00;2054315;19.12.2019 10:00:00;2016939;2216830
18. Dezember 2020 11:15;2057593;18.12.2020 11:15:00;2164220;2216840
24. Oktober 2011 11:15;2085602;24.10.2011 11:15:00;1862409;2216847
7. Januar 2011 09:30;2108336;07.01.2011 09:30:00;1647930;2216847
4. Januar 2021 09:00;2086439;04.01.2021 09:00:00;2277930;2216857
8. Februar 2021 10:30;2101186;08.02.2021 10:30:00;2755633;2216859
13. November 2019 09:30;2102467;13.11.2019 09:30:00;2659196;2216884
26. Januar 2011 07:00;2082401;26.01.2011 07:00:00;1642606;2216890
15. Februar 2011 17:30;2087418;15.02.2011 17:30:00;2088998;2216890
28. Januar 2010 20:30;2083307;28.01.2010 20:30:00;1969234;2216901
20. Oktober 2010 10:15;2093823;20.10.2010 10:15:00;2664510;2216914
5. Januar 2011 15:15;2096684;05.01.2011 15:15:00;1707070;2216923
3. Mai 2011 11:45;2095570;03.05.2011 11:45:00;2238905;2216928
22. Januar 2021 18:30;2095533;22.01.2021 18:30:00;2509696;2216938
8. Januar 2020 12:15;2088596;08.01.2020 12:15:00;2016095;2216981
12. April 2010 11:30;2096258;12.04.2010 11:30:00;2112293;2217006
16. Januar 2021 17:45;2094138;16.01.2021 17:45:00;2711952;2217040
1. Dezember 2010 21:00;2073718;01.12.2010 21:00:00;2344255;2217081
16. Januar 2020 12:00;2083615;16.01.2020 12:00:00;2723658;2217108
22. Dezember 2010 19:30;2101873;22.12.2010 19:30:00;1795383;2217135
29. März 2011 11:30;2098472;29.03.2011 11:30:00;1777985;2217179
23. November 2020 18:45;2102585;23.11.2020 18:45:00;3006722;2217192
9. November 2010 17:30;2095526;09.11.2010 17:30:00;2610421;2217228
18. Januar 2011 16:00;2095671;18.01.2011 16:00:00;1938303;2217238
27. November 2020 19:00;2098635;27.11.2020 19:00:00;2753363;2217240
4. Februar 2011 14:15;2092188;04.02.2011 14:15:00;1907984;2217243
5. Januar 2010 15:30;2105851;05.01.2010 15:30:00;1715918;2217259
4. März 2011 14:00;2083081;04.03.2011 14:00:00;1583666;2217269
4. März 2010 19:45;2091303;04.03.2010 19:45:00;1864716;2217270
13. Dezember 2019 19:00;2097568;13.12.2019 19:00:00;2670043;2217280
28. November 2019 17:45;2094594;28.11.2019 17:45:00;2012450;2217281
18. November 2010 08:00;2095669;18.11.2010 08:00:00;1983885;2217292
10. Februar 2020 11:30;2084670;10.02.2020 11:30:00;2199579;2217298
22. Dezember 2010 07:45;2095741;22.12.2010 07:45:00;2034767;2217339
9. Dezember 2010 07:00;2057086;09.12.2010 07:00:00;1676822;2217357
23. Februar 2011 18:00;2093587;23.02.2011 18:00:00;1911655;2217357
3. Februar 2021 18:45;2086163;03.02.2021 18:45:00;2285165;2217358
13. April 2010 11:45;2090639;13.04.2010 11:45:00;2052536;2217382
27. Januar 2020 17:45;2100172;27.01.2020 17:45:00;2625404;2217392
18. Januar 2011 16:45;2097442;18.01.2011 16:45:00;2052757;2217416
3. März 2020 10:45;2095767;03.03.2020 10:45:00;3102723;2217418
6. Mai 2010 11:45;2082980;06.05.2010 11:45:00;2631580;2217426
3. Januar 2011 08:30;2096616;03.01.2011 08:30:00;1814018;2217448
4. Januar 2021 14:15;2100916;04.01.2021 14:15:00;2475897;2217450
30. November 2020 20:15;2081341;30.11.2020 20:15:00;2516613;2217481
11. März 2011 08:30;2086512;11.03.2011 08:30:00;1849123;2217522
16. März 2021 09:15;2093412;16.03.2021 09:15:00;2614381;2217523
9. Dezember 2019 13:00;2094665;09.12.2019 13:00:00;1921977;2217527
8. März 2010 16:15;2088243;08.03.2010 16:15:00;1957358;2217530
25. Februar 2011 19:45;2087432;25.02.2011 19:45:00;1743481;2217540
20. Januar 2020 12:45;2101156;20.01.2020 12:45:00;2460302;2217558
31. Januar 2020 08:45;2093642;31.01.2020 08:45:00;2294255;2217588
26. Februar 2010 09:30;2078996;26.02.2010 09:30:00;2010938;2217602
18. Oktober 2010 10:15;2101447;18.10.2010 10:15:00;2561346;2217604
8. Februar 2010 15:15;2095994;08.02.2010 15:15:00;2007378;2217633
5. März 2020 08:30;2092289;05.03.2020 08:30:00;3170148;2217634
23. Januar 2020 20:00;2102561;23.01.2020 20:00:00;2982024;2217644
29. Oktober 2010 09:00;2108610;29.10.2010 09:00:00;2074830;2217650
16. Dezember 2019 17:15;2097725;16.12.2019 17:15:00;3340614;2217704
27. Dezember 2010 19:00;2085355;27.12.2010 19:00:00;2895113;2217744
6. März 2020 08:15;2092728;06.03.2020 08:15:00;2708501;2217766
16. März 2010 13:00;2072753;16.03.2010 13:00:00;1640231;2217802
6. Februar 2020 19:45;2094275;06.02.2020 19:45:00;3078719;2217824
24. Oktober 2011 10:45;2090691;24.10.2011 10:45:00;1897939;2217857
12. November 2019 10:30;2087652;12.11.2019 10:30:00;2851682;2217893
4. Januar 2010 12:45;2095307;04.01.2010 12:45:00;1769283;2217927
16. März 2021 19:00;2094862;16.03.2021 19:00:00;2942927;2217928
2. Dezember 2019 19:45;2099241;02.12.2019 19:45:00;2746478;2217947
26. Februar 2010 09:15;2082133;26.02.2010 09:15:00;2016018;2217980
12. November 2019 09:45;2088055;12.11.2019 09:45:00;2913180;2217981
6. Dezember 2019 19:00;2093117;06.12.2019 19:00:00;2926449;2218040
20. Januar 2020 14:00;2098008;20.01.2020 14:00:00;2505591;2218049
24. Februar 2010 08:30;2089490;24.02.2010 08:30:00;2018248;2218140
25. November 2020 16:00;2060108;25.11.2020 16:00:00;2633860;2218198
2. März 2010 19:15;2096951;02.03.2010 19:15:00;1899626;2218224
18. Februar 2011 12:45;2099138;18.02.2011 12:45:00;2166080;2218228
25. Oktober 2011 12:15;2091452;25.10.2011 12:15:00;2095120;2218232
15. Januar 2020 18:00;2093296;15.01.2020 18:00:00;2909929;2218252
23. November 2020 18:15;2104210;23.11.2020 18:15:00;3027155;2218274
12. Dezember 2019 15:30;2098134;12.12.2019 15:30:00;2640466;2218294
15. Februar 2010 07:30;2094461;15.02.2010 07:30:00;2030319;2218324
6. Januar 2020 18:15;2105838;06.01.2020 18:15:00;2403017;2218341
16. Dezember 2019 11:00;2090719;16.12.2019 11:00:00;3051853;2218345
13. November 2019 10:15;2103079;13.11.2019 10:15:00;2659486;2218355
22. Januar 2021 11:30;2099143;22.01.2021 11:30:00;2477371;2218356
7. Februar 2020 18:15;2085141;07.02.2020 18:15:00;2663917;2218397
25. Februar 2010 08:45;2086799;25.02.2010 08:45:00;1952241;2218401
15. November 2019 08:15;2095613;15.11.2019 08:15:00;3037187;2218434
28. Februar 2020 10:15;2095783;28.02.2020 10:15:00;2474715;2218446
4. März 2010 15:00;2080582;04.03.2010 15:00:00;1907782;2218471
3. Dezember 2019 20:00;2106813;03.12.2019 20:00:00;2738819;2218486
15. März 2021 13:45;2095677;15.03.2021 13:45:00;1662373;2218493
7. Januar 2020 17:45;2092336;07.01.2020 17:45:00;2687227;2218495
28. Oktober 2010 10:30;2092133;28.10.2010 10:30:00;2817213;2218511
13. November 2019 09:15;2101811;13.11.2019 09:15:00;2682166;2218538
16. Dezember 2010 22:00;2089036;16.12.2010 22:00:00;1741053;2218565
10. November 2010 10:45;2096845;10.11.2010 10:45:00;2057580;2218571
13. November 2019 11:30;2111015;13.11.2019 11:30:00;2593627;2218588
10. März 2020 17:00;2086381;10.03.2020 17:00:00;2075022;2218613
3. Januar 2011 14:30;2096405;03.01.2011 14:30:00;1710140;2218613
19. Januar 2021 19:45;2098116;19.01.2021 19:45:00;2858201;2218644
19. Februar 2010 17:15;2080294;19.02.2010 17:15:00;1892378;2218649
10. Januar 2020 10:30;2090702;10.01.2020 10:30:00;2586131;2218662
18. Februar 2011 07:45;2089245;18.02.2011 07:45:00;2107259;2218670
17. Januar 2020 18:15;2087593;17.01.2020 18:15:00;2512855;2218676
31. Januar 2020 12:00;2095103;31.01.2020 12:00:00;2107053;2218712
26. November 2020 12:45;2072525;26.11.2020 12:45:00;2856882;2218719
13. Februar 2021 19:45;2095414;13.02.2021 19:45:00;2908775;2218731
23. Februar 2010 14:15;2084431;23.02.2010 14:15:00;1789059;2218746
2. März 2020 10:30;2088406;02.03.2020 10:30:00;2397412;2218748
20. Januar 2011 07:15;2096752;20.01.2011 07:15:00;2046481;2218775
15. Februar 2011 17:15;2083043;15.02.2011 17:15:00;2078013;2218784
8. Dezember 2010 19:30;2105127;08.12.2010 19:30:00;2582244;2218796
20. Januar 2020 14:15;2102999;20.01.2020 14:15:00;2425337;2218856
6. Januar 2020 18:30;2103871;06.01.2020 18:30:00;2402056;2218872
23. August 2010 11:45;2068104;23.08.2010 11:45:00;2521497;2218877
5. September 2011 12:00;2048607;05.09.2011 12:00:00;2453822;2218890
5. November 2020 12:00;2075663;05.11.2020 12:00:00;1862784;2218890
24. November 2020 17:00;2097746;24.11.2020 17:00:00;2754074;2218895
14. Januar 2011 19:15;2099784;14.01.2011 19:15:00;1819351;2218912
14. November 2019 16:45;2089365;14.11.2019 16:45:00;2970224;2218962
25. November 2010 15:15;2091935;25.11.2010 15:15:00;2035078;2218974
6. Januar 2011 08:15;2097238;06.01.2011 08:15:00;1670566;2219060
3. Dezember 2019 15:15;2096987;03.12.2019 15:15:00;2280681;2219062
29. November 2010 21:15;2091759;29.11.2010 21:15:00;2070772;2219074
2. November 2010 18:30;2099528;02.11.2010 18:30:00;2534611;2219079
9. Februar 2011 12:30;2090309;09.02.2011 12:30:00;1921192;2219085
1. Februar 2021 08:30;2101981;01.02.2021 08:30:00;2500121;2219094
18. November 2010 19:15;2099382;18.11.2010 19:15:00;2431909;2219105
14. November 2019 18:45;2101431;14.11.2019 18:45:00;2931526;2219126
3. Dezember 2019 14:30;2099596;03.12.2019 14:30:00;2181774;2219144
11. März 2010 07:30;2091242;11.03.2010 07:30:00;2008203;2219145
1. Februar 2021 13:00;2097662;01.02.2021 13:00:00;2346965;2219196
21. Januar 2011 20:30;2095248;21.01.2011 20:30:00;1972262;2219223
14. Januar 2010 20:00;2096273;14.01.2010 20:00:00;2124800;2219233
13. November 2019 11:00;2105450;13.11.2019 11:00:00;2652804;2219254
7. Dezember 2020 07:45;2097093;07.12.2020 07:45:00;2566606;2219297
26. Februar 2020 18:00;2096394;26.02.2020 18:00:00;3148652;2219397
9. Februar 2011 18:00;2092070;09.02.2011 18:00:00;2150316;2219406
18. Januar 2010 19:45;2093651;18.01.2010 19:45:00;2016347;2219412
14. April 2010 12:00;2094767;14.04.2010 12:00:00;2069214;2219413
7. Januar 2010 16:15;2095363;07.01.2010 16:15:00;2193318;2219466
16. Dezember 2020 15:00;2056791;16.12.2020 15:00:00;2143712;2219510
22. November 2010 19:30;2090860;22.11.2010 19:30:00;2657543;2219510
28. Januar 2021 17:30;2082209;28.01.2021 17:30:00;2498962;2219551
27. Januar 2020 19:00;2096161;27.01.2020 19:00:00;2959479;2219566
30. März 2010 11:45;2103993;30.03.2010 11:45:00;1808799;2219569
11. November 2019 18:30;2100218;11.11.2019 18:30:00;2472739;2219582
26. Oktober 2010 12:15;2099867;26.10.2010 12:15:00;2611020;2219585
9. November 2010 08:45;2099973;09.11.2010 08:45:00;2076777;2219637
17. Februar 2011 14:45;2080124;17.02.2011 14:45:00;1859079;2219646
19. November 2010 08:30;2101481;19.11.2010 08:30:00;2014238;2219649
26. November 2020 14:00;2068707;26.11.2020 14:00:00;2806480;2219651
4. Februar 2010 14:15;2085766;04.02.2010 14:15:00;2079631;2219659
18. November 2010 13:15;2106009;18.11.2010 13:15:00;1736644;2219687
29. Oktober 2010 11:30;2093984;29.10.2010 11:30:00;2116402;2219712
21. Februar 2011 17:30;2083812;21.02.2011 17:30:00;1772773;2219744
12. April 2011 12:00;2092474;12.04.2011 12:00:00;2035332;2219746
18. November 2019 09:15;2099164;18.11.2019 09:15:00;3150662;2219779
5. Januar 2021 19:30;2100302;05.01.2021 19:30:00;2864249;2219786
20. November 2020 11:00;2085706;20.11.2020 11:00:00;2835425;2219810
25. November 2020 16:15;2064472;25.11.2020 16:15:00;2672206;2219814
20. Januar 2021 14:30;2092881;20.01.2021 14:30:00;2079068;2219822
27. Januar 2020 18:45;2097193;27.01.2020 18:45:00;3005851;2219833
16. Januar 2020 19:00;2090970;16.01.2020 19:00:00;3087590;2219869
21. März 2011 10:30;2099495;21.03.2011 10:30:00;1828031;2219880
2. März 2020 11:00;2090350;02.03.2020 11:00:00;2393353;2219902
10. Januar 2020 08:45;2092826;10.01.2020 08:45:00;3098156;2219907
6. Januar 2011 14:30;2105471;06.01.2011 14:30:00;1601861;2219917
17. März 2011 14:45;2094970;17.03.2011 14:45:00;2022866;2219923
23. Februar 2011 15:30;2087338;23.02.2011 15:30:00;1765841;2219931
25. Februar 2020 12:00;2053761;25.02.2020 12:00:00;1977548;2219948
26. Februar 2020 08:15;2088832;26.02.2020 08:15:00;3021763;2219971
27. Januar 2020 19:15;2067004;27.01.2020 19:15:00;2542188;2219976
7. Januar 2011 17:15;2103328;07.01.2011 17:15:00;1669856;2219990
25. Oktober 2010 13:15;2096944;25.10.2010 13:15:00;2389354;2220008
4. Januar 2021 14:00;2106839;04.01.2021 14:00:00;2413578;2220011
14. Januar 2020 19:00;2092955;14.01.2020 19:00:00;2735003;2220022
16. März 2021 11:00;2107874;16.03.2021 11:00:00;2240514;2220033
13. Januar 2011 19:30;2097257;13.01.2011 19:30:00;1891731;2220037
30. Januar 2020 19:00;2092716;30.01.2020 19:00:00;2394482;2220039
9. Dezember 2020 07:30;2101678;09.12.2020 07:30:00;2549448;2220056
13. Januar 2011 14:00;2097116;13.01.2011 14:00:00;1780383;2220063
15. Februar 2010 20:45;2099078;15.02.2010 20:45:00;2051517;2220099
19. November 2010 17:30;2110167;19.11.2010 17:30:00;2555142;2220109
18. November 2019 17:15;2100338;18.11.2019 17:15:00;3091548;2220116
3. März 2020 10:00;2101368;03.03.2020 10:00:00;3164123;2220119
22. Januar 2020 15:00;2109041;22.01.2020 15:00:00;2952720;2220125
18. November 2019 12:15;2100260;18.11.2019 12:15:00;2777450;2220135
27. November 2020 07:45;2100758;27.11.2020 07:45:00;2824962;2220187
10. November 2010 11:15;2097787;10.11.2010 11:15:00;2101115;2220224
28. November 2019 13:45;2092545;28.11.2019 13:45:00;1793959;2220225
4. Februar 2021 10:15;2083359;04.02.2021 10:15:00;2146096;2220246
29. November 2010 20:45;2097617;29.11.2010 20:45:00;2287327;2220255
26. November 2020 16:15;2074471;26.11.2020 16:15:00;2971083;2220256
25. Oktober 2010 18:45;2091096;25.10.2010 18:45:00;2674212;2220310
8. November 2010 09:15;2089320;08.11.2010 09:15:00;1937247;2220313
13. Februar 2020 19:15;2095785;13.02.2020 19:15:00;3143508;2220334
15. Februar 2011 17:00;2084836;15.02.2011 17:00:00;2001819;2220336
3. Februar 2010 15:15;2083661;03.02.2010 15:15:00;2083673;2220355
6. Januar 2011 16:30;2101014;06.01.2011 16:30:00;1510060;2220396
18. März 2011 11:15;2103094;18.03.2011 11:15:00;1591996;2220457
4. Januar 2011 07:45;2102557;04.01.2011 07:45:00;1827574;2220463
28. Dezember 2010 18:45;2074560;28.12.2010 18:45:00;2352624;2220487
3. Dezember 2019 15:30;2100450;03.12.2019 15:30:00;2296504;2220514
10. März 2020 18:15;2088877;10.03.2020 18:15:00;2550128;2220522
1. April 2010 09:30;2083843;01.04.2010 09:30:00;2248204;2220529
20. November 2020 10:45;2091217;20.11.2020 10:45:00;2829082;2220529
21. Januar 2020 17:00;2099802;21.01.2020 17:00:00;2837163;2220540
