Minute von Zeitstempel;Summe endverbrauchte Energie;Zeitstempel;Summe produzierte Energie;Summe verbrauchte Energie
4. Februar 2014 15:45;2067787;04.02.2014 15:45:00;2054747;2211314
1. April 2015 11:15;2094167;01.04.2015 11:15:00;2033852;2211368
7. Januar 2014 09:30;2089589;07.01.2014 09:30:00;1915138;2211376
5. März 2013 13:30;2092012;05.03.2013 13:30:00;1505128;2211447
19. Dezember 2012 16:00;2079236;19.12.2012 16:00:00;2003110;2211461
28. November 2011 19:30;2083845;28.11.2011 19:30:00;2353944;2211463
31. Oktober 2012 09:30;2095805;31.10.2012 09:30:00;2168702;2211482
28. Februar 2014 10:15;2086220;28.02.2014 10:15:00;2375537;2211490
28. Februar 2014 09:30;2089605;28.02.2014 09:30:00;2408821;2211493
20. Februar 2015 07:30;2082346;20.02.2015 07:30:00;2284006;2211503
7. März 2013 08:45;2085965;07.03.2013 08:45:00;2005418;2211508
24. Februar 2014 19:15;2086141;24.02.2014 19:15:00;2769454;2211528
20. Februar 2014 11:30;2077603;20.02.2014 11:30:00;1976494;2211542
15. Januar 2015 14:15;2066059;15.01.2015 14:15:00;2140338;2211559
23. Januar 2015 20:00;2088869;23.01.2015 20:00:00;2661588;2211580
2. April 2015 09:45;2082441;02.04.2015 09:45:00;2076091;2211605
24. Februar 2014 19:00;2092177;24.02.2014 19:00:00;2704252;2211665
8. Dezember 2012 17:45;2100224;08.12.2012 17:45:00;1996979;2211676
5. März 2012 19:45;2077097;05.03.2012 19:45:00;2103143;2211680
15. März 2013 13:00;2106350;15.03.2013 13:00:00;1749633;2211720
8. April 2013 09:00;2109595;08.04.2013 09:00:00;1719143;2211731
18. November 2014 10:30;2086993;18.11.2014 10:30:00;2591381;2211751
17. Februar 2014 19:45;2089350;17.02.2014 19:45:00;2725662;2211799
1. Februar 2013 15:15;2065315;01.02.2013 15:15:00;2073426;2211804
10. Februar 2014 12:45;2088031;10.02.2014 12:45:00;2116396;2211806
9. Januar 2015 19:00;2074529;09.01.2015 19:00:00;2140722;2211820
6. Januar 2012 11:45;2097891;06.01.2012 11:45:00;1925452;2211823
6. November 2014 17:30;2089341;06.11.2014 17:30:00;2814660;2211824
28. November 2011 08:00;2089518;28.11.2011 08:00:00;2307072;2211835
6. März 2012 19:45;2077975;06.03.2012 19:45:00;2286533;2211860
26. November 2014 17:30;2081523;26.11.2014 17:30:00;2744236;2211895
5. November 2012 18:15;2091645;05.11.2012 18:15:00;2796304;2211937
6. Dezember 2012 21:30;2078919;06.12.2012 21:30:00;2027889;2211959
9. Oktober 2012 11:45;2067226;09.10.2012 11:45:00;2303096;2211970
29. November 2011 13:45;2077838;29.11.2011 13:45:00;1829470;2211988
5. November 2014 09:30;2074424;05.11.2014 09:30:00;2576792;2211996
14. November 2012 17:45;2094673;14.11.2012 17:45:00;2714226;2212021
6. Januar 2014 17:15;2096399;06.01.2014 17:15:00;1631230;2212042
24. April 2012 11:00;2082742;24.04.2012 11:00:00;1934333;2212065
13. Februar 2014 20:00;2078077;13.02.2014 20:00:00;2396986;2212105
20. März 2012 10:15;2074011;20.03.2012 10:15:00;2214414;2212114
13. Februar 2015 20:00;2072694;13.02.2015 20:00:00;2210127;2212131
16. Dezember 2014 15:00;2068560;16.12.2014 15:00:00;2274024;2212137
16. Dezember 2014 07:45;2071408;16.12.2014 07:45:00;2528376;2212143
7. Januar 2015 16:30;2072924;07.01.2015 16:30:00;2045374;2212164
12. April 2013 11:30;2073407;12.04.2013 11:30:00;1640589;2212198
5. November 2013 11:45;2086328;05.11.2013 11:45:00;2314193;2212206
26. Februar 2015 13:45;2056760;26.02.2015 13:45:00;1894146;2212230
7. Mai 2014 12:00;2098215;07.05.2014 12:00:00;2612914;2212260
29. Februar 2012 12:00;2084313;29.02.2012 12:00:00;1607886;2212264
28. Februar 2014 09:00;2089606;28.02.2014 09:00:00;2402555;2212305
19. März 2013 10:45;2107979;19.03.2013 10:45:00;1864802;2212324
28. Januar 2015 20:30;2068387;28.01.2015 20:30:00;2319164;2212359
13. Januar 2012 14:45;2072404;13.01.2012 14:45:00;1900715;2212360
5. April 2013 09:30;2105069;05.04.2013 09:30:00;1803661;2212360
15. Oktober 2012 10:45;2074037;15.10.2012 10:45:00;2699356;2212362
15. November 2012 10:15;2082418;15.11.2012 10:15:00;2360351;2212376
19. Februar 2015 14:15;2066850;19.02.2015 14:15:00;1778322;2212383
1. März 2012 10:15;2084492;01.03.2012 10:15:00;1642557;2212417
5. November 2012 11:45;2093779;05.11.2012 11:45:00;2019837;2212491
23. November 2012 11:15;2093983;23.11.2012 11:15:00;2014766;2212505
6. November 2012 19:00;2088246;06.11.2012 19:00:00;2429760;2212520
19. November 2014 08:45;2086018;19.11.2014 08:45:00;3042209;2212546
18. Februar 2013 14:15;2076583;18.02.2013 14:15:00;2066721;2212564
19. Februar 2013 12:30;2095760;19.02.2013 12:30:00;1949687;2212571
11. Februar 2014 12:30;2086406;11.02.2014 12:30:00;1983950;2212592
11. Februar 2015 17:15;2068074;11.02.2015 17:15:00;2171620;2212596
22. März 2013 11:45;2102313;22.03.2013 11:45:00;1702744;2212615
16. Januar 2012 21:15;2069467;16.01.2012 21:15:00;2006351;2212633
21. März 2013 12:15;2107254;21.03.2013 12:15:00;1633273;2212649
