Minute von Zeitstempel;Summe endverbrauchte Energie;Zeitstempel;Summe produzierte Energie;Summe verbrauchte Energie
17. Januar 2013 11:30;2306859;17.01.2013 11:30:00;2848378;2455034
23. Januar 2015 08:45;2311705;23.01.2015 08:45:00;2849855;2455036
15. Januar 2013 11:45;2312486;15.01.2013 11:45:00;2722050;2455058
13. Februar 2013 10:30;2318675;13.02.2013 10:30:00;2573682;2455151
12. Dezember 2011 11:45;2306104;12.12.2011 11:45:00;2202036;2455182
2. Februar 2015 11:45;2319637;02.02.2015 11:45:00;2639034;2455295
28. November 2013 17:30;2315972;28.11.2013 17:30:00;2921874;2455428
4. Februar 2015 18:45;2322037;04.02.2015 18:45:00;2779869;2455477
5. Dezember 2012 18:00;2313372;05.12.2012 18:00:00;2852474;2455481
12. Dezember 2012 07:45;2324527;12.12.2012 07:45:00;2784621;2455545
24. Januar 2013 18:15;2329363;24.01.2013 18:15:00;2729425;2455569
31. Januar 2012 18:15;2303885;31.01.2012 18:15:00;2818125;2455589
26. Januar 2015 18:30;2303655;26.01.2015 18:30:00;2861242;2455641
5. Dezember 2012 17:30;2318024;05.12.2012 17:30:00;2874857;2455644
7. Februar 2012 21:15;2306720;07.02.2012 21:15:00;2128260;2455810
6. Februar 2015 18:45;2304463;06.02.2015 18:45:00;2918976;2455886
18. Februar 2015 11:30;2310263;18.02.2015 11:30:00;2407449;2455962
18. Januar 2013 18:00;2314477;18.01.2013 18:00:00;2969101;2456029
22. Februar 2013 08:45;2312802;22.02.2013 08:45:00;2560342;2456147
24. Januar 2013 11:30;2322610;24.01.2013 11:30:00;2472319;2456153
11. Dezember 2013 18:30;2309185;11.12.2013 18:30:00;2894219;2456222
31. Januar 2012 12:15;2300575;31.01.2012 12:15:00;2376731;2456251
14. Februar 2013 08:45;2314085;14.02.2013 08:45:00;2574111;2456379
2. Dezember 2013 18:15;2315190;02.12.2013 18:15:00;2858897;2456394
21. Januar 2013 10:30;2307963;21.01.2013 10:30:00;2697162;2456397
23. Januar 2014 11:45;2304923;23.01.2014 11:45:00;2476029;2456446
11. Dezember 2013 17:30;2312143;11.12.2013 17:30:00;2854257;2456478
10. Dezember 2012 10:30;2322248;10.12.2012 10:30:00;2554642;2456518
7. Dezember 2012 17:30;2311532;07.12.2012 17:30:00;2887215;2456554
27. Februar 2013 10:15;2328507;27.02.2013 10:15:00;2502998;2456622
22. Februar 2013 09:15;2308972;22.02.2013 09:15:00;2579429;2456831
21. Februar 2013 10:00;2313133;21.02.2013 10:00:00;2483849;2456873
22. Februar 2013 12:00;2322944;22.02.2013 12:00:00;2437974;2456896
28. November 2013 08:45;2320963;28.11.2013 08:45:00;2738656;2456930
4. Februar 2015 08:30;2314910;04.02.2015 08:30:00;2613818;2456950
6. Dezember 2012 18:45;2313606;06.12.2012 18:45:00;3022214;2456957
7. Dezember 2012 08:00;2329238;07.12.2012 08:00:00;2547492;2456983
17. Januar 2012 10:15;2304699;17.01.2012 10:15:00;2344547;2457020
2. Februar 2015 11:00;2316162;02.02.2015 11:00:00;2658250;2457023
22. Januar 2015 11:30;2308236;22.01.2015 11:30:00;2496577;2457085
5. Februar 2015 19:15;2304928;05.02.2015 19:15:00;2810321;2457173
13. Dezember 2012 13:15;2333252;13.12.2012 13:15:00;2433679;2457209
7. Dezember 2012 12:45;2313379;07.12.2012 12:45:00;2336354;2457214
15. Februar 2012 19:15;2305953;15.02.2012 19:15:00;2417239;2457362
22. Februar 2013 10:30;2322804;22.02.2013 10:30:00;2511628;2457553
22. Januar 2015 09:45;2307383;22.01.2015 09:45:00;2493955;2457616
4. Dezember 2012 17:00;2310230;04.12.2012 17:00:00;2291375;2457630
15. Januar 2013 18:15;2307099;15.01.2013 18:15:00;2787718;2457646
11. Dezember 2012 09:15;2314645;11.12.2012 09:15:00;2631719;2457648
4. Dezember 2012 17:15;2313962;04.12.2012 17:15:00;2619206;2457713
13. Dezember 2012 16:15;2325695;13.12.2012 16:15:00;2795981;2457873
12. Dezember 2013 08:45;2301218;12.12.2013 08:45:00;2864355;2457892
21. Februar 2013 11:00;2320203;21.02.2013 11:00:00;2356994;2457917
21. Februar 2013 09:45;2314394;21.02.2013 09:45:00;2493730;2458052
3. Februar 2015 10:00;2315402;03.02.2015 10:00:00;2796473;2458143
4. Dezember 2013 18:00;2312515;04.12.2013 18:00:00;2794361;2458150
2. Februar 2015 10:30;2318367;02.02.2015 10:30:00;2666833;2458159
24. Januar 2013 18:00;2330260;24.01.2013 18:00:00;2693681;2458231
28. November 2013 09:00;2320268;28.11.2013 09:00:00;2742089;2458237
25. Januar 2013 11:45;2326330;25.01.2013 11:45:00;2565804;2458430
24. Januar 2013 09:00;2324526;24.01.2013 09:00:00;2496734;2458473
10. Februar 2012 20:00;2327570;10.02.2012 20:00:00;2364651;2458522
7. Dezember 2012 17:15;2313447;07.12.2012 17:15:00;2872091;2458529
17. Januar 2012 10:00;2303102;17.01.2012 10:00:00;2303297;2458559
12. Dezember 2011 12:00;2300767;12.12.2011 12:00:00;2195416;2458673
3. Dezember 2013 17:45;2313027;03.12.2013 17:45:00;2803327;2458771
16. Januar 2012 09:00;2300579;16.01.2012 09:00:00;2579186;2458795
5. Dezember 2012 11:45;2322342;05.12.2012 11:45:00;2453776;2458876
3. Februar 2015 11:00;2314528;03.02.2015 11:00:00;2779243;2458878
25. Februar 2013 09:15;2329556;25.02.2013 09:15:00;2632587;2458953
26. Januar 2015 11:00;2313868;26.01.2015 11:00:00;2607556;2459080
13. Februar 2013 10:00;2321548;13.02.2013 10:00:00;2496405;2459138
17. Januar 2013 19:00;2321009;17.01.2013 19:00:00;2950455;2459428
17. Januar 2012 18:15;2311528;17.01.2012 18:15:00;2744437;2459444
10. Dezember 2012 11:45;2324433;10.12.2012 11:45:00;2573308;2459629
6. Februar 2015 08:15;2312623;06.02.2015 08:15:00;2569194;2459750
5. Dezember 2012 18:30;2312719;05.12.2012 18:30:00;2706521;2459794
16. Januar 2013 11:45;2313459;16.01.2013 11:45:00;2837461;2460012
25. Februar 2013 12:00;2335799;25.02.2013 12:00:00;2583606;2460107
3. Februar 2015 09:30;2316952;03.02.2015 09:30:00;2803159;2460160
15. Februar 2012 12:45;2312796;15.02.2012 12:45:00;2054559;2460274
13. Dezember 2013 11:45;2306773;13.12.2013 11:45:00;2573158;2460321
11. Dezember 2012 10:30;2324842;11.12.2012 10:30:00;2568993;2460478
3. Dezember 2013 08:45;2308792;03.12.2013 08:45:00;2710694;2460492
22. Februar 2013 09:30;2314229;22.02.2013 09:30:00;2584671;2460692
2. Februar 2012 15:00;2308696;02.02.2012 15:00:00;2342208;2460717
10. Dezember 2012 18:45;2314825;10.12.2012 18:45:00;2827160;2460764
20. Dezember 2011 11:45;2303378;20.12.2011 11:45:00;2088160;2460814
4. Dezember 2012 17:30;2307183;04.12.2012 17:30:00;2638866;2460874
26. Februar 2013 11:30;2337468;26.02.2013 11:30:00;2518043;2460973
18. Januar 2012 10:00;2309062;18.01.2012 10:00:00;2296083;2461003
7. Dezember 2012 09:15;2329622;07.12.2012 09:15:00;2512320;2461021
3. Dezember 2013 18:00;2318475;03.12.2013 18:00:00;2809499;2461220
3. Februar 2015 10:15;2316992;03.02.2015 10:15:00;2800407;2461322
18. Januar 2013 11:45;2331473;18.01.2013 11:45:00;2713600;2461450
17. Januar 2012 09:30;2306384;17.01.2012 09:30:00;2303531;2461602
4. Februar 2015 11:15;2319457;04.02.2015 11:15:00;2570984;2461604
4. Februar 2015 18:15;2327685;04.02.2015 18:15:00;2767556;2461662
20. Dezember 2011 12:00;2301287;20.12.2011 12:00:00;2084728;2461756
12. Dezember 2012 16:45;2332885;12.12.2012 16:45:00;2600723;2461783
14. Februar 2013 09:00;2317942;14.02.2013 09:00:00;2579362;2461869
26. Februar 2013 12:00;2338376;26.02.2013 12:00:00;2503555;2461924
13. Dezember 2012 19:30;2321613;13.12.2012 19:30:00;2921323;2461973
4. Dezember 2012 18:15;2316998;04.12.2012 18:15:00;2565400;2462008
22. Februar 2013 10:45;2327549;22.02.2013 10:45:00;2517561;2462029
21. Februar 2013 10:15;2326775;21.02.2013 10:15:00;2380701;2462047
10. Februar 2015 09:45;2301779;10.02.2015 09:45:00;2615176;2462114
25. Februar 2013 09:00;2327720;25.02.2013 09:00:00;2624780;2462213
6. Dezember 2012 11:45;2322416;06.12.2012 11:45:00;2578340;2462228
25. Januar 2013 09:00;2331133;25.01.2013 09:00:00;2774305;2462228
7. Dezember 2012 17:45;2313724;07.12.2012 17:45:00;2898779;2462364
18. Januar 2012 09:00;2313620;18.01.2012 09:00:00;2358082;2462377
22. Februar 2013 11:45;2331502;22.02.2013 11:45:00;2470794;2462401
12. Dezember 2013 10:00;2309384;12.12.2013 10:00:00;2816477;2462485
6. Februar 2012 16:30;2330166;06.02.2012 16:30:00;2382452;2462496
15. Februar 2012 14:15;2310668;15.02.2012 14:15:00;2154032;2462501
3. Februar 2015 11:45;2313842;03.02.2015 11:45:00;2717424;2462544
31. Januar 2012 11:30;2313477;31.01.2012 11:30:00;2505009;2462618
22. Januar 2015 11:00;2313360;22.01.2015 11:00:00;2528164;2462621
7. Dezember 2012 14:30;2315048;07.12.2012 14:30:00;2444417;2462719
14. Januar 2013 11:45;2325705;14.01.2013 11:45:00;2521244;2462815
31. Januar 2012 18:30;2313168;31.01.2012 18:30:00;2842694;2462859
3. Februar 2015 08:45;2321482;03.02.2015 08:45:00;2750097;2462869
16. Januar 2013 18:30;2326900;16.01.2013 18:30:00;2980251;2462905
21. Februar 2013 10:45;2324207;21.02.2013 10:45:00;2366427;2463162
5. Dezember 2012 18:15;2321594;05.12.2012 18:15:00;2752071;2463201
23. Januar 2015 09:45;2321342;23.01.2015 09:45:00;2869563;2463276
28. November 2013 17:45;2326837;28.11.2013 17:45:00;2928915;2463283
4. Februar 2015 12:15;2314018;04.02.2015 12:15:00;2501557;2463329
28. November 2013 17:15;2323064;28.11.2013 17:15:00;2906701;2463339
21. Februar 2013 10:30;2326283;21.02.2013 10:30:00;2365902;2463405
11. Dezember 2013 08:45;2304736;11.12.2013 08:45:00;2746404;2463456
8. Februar 2012 20:30;2317043;08.02.2012 20:30:00;2570285;2463458
26. Februar 2013 08:30;2333957;26.02.2013 08:30:00;2618463;2463589
10. Februar 2015 08:30;2307727;10.02.2015 08:30:00;2562411;2463592
16. Januar 2013 18:00;2321738;16.01.2013 18:00:00;2934717;2463627
26. Januar 2015 09:45;2319493;26.01.2015 09:45:00;2611715;2463637
6. Februar 2012 17:30;2327661;06.02.2012 17:30:00;2475941;2463698
14. Februar 2013 09:45;2318155;14.02.2013 09:45:00;2555691;2463749
9. Februar 2015 12:00;2311843;09.02.2015 12:00:00;2593664;2463767
23. Januar 2015 10:45;2318449;23.01.2015 10:45:00;2869925;2463933
27. Februar 2013 11:45;2337958;27.02.2013 11:45:00;2601567;2464277
17. Januar 2013 09:30;2311988;17.01.2013 09:30:00;2848101;2464326
6. Februar 2015 18:00;2306412;06.02.2015 18:00:00;2740533;2464613
14. Februar 2012 08:00;2326522;14.02.2012 08:00:00;2414268;2464642
18. Januar 2012 08:45;2319443;18.01.2012 08:45:00;2365164;2464649
3. Februar 2015 09:45;2320724;03.02.2015 09:45:00;2798679;2464708
24. Januar 2013 18:30;2332917;24.01.2013 18:30:00;2728927;2464788
2. Februar 2012 19:45;2319779;02.02.2012 19:45:00;2584197;2464818
11. Dezember 2013 18:15;2318370;11.12.2013 18:15:00;2900192;2464836
11. Dezember 2012 08:15;2313081;11.12.2012 08:15:00;2726427;2464842
22. Januar 2015 10:15;2310657;22.01.2015 10:15:00;2526063;2464900
29. Januar 2015 11:45;2313420;29.01.2015 11:45:00;2525645;2464908
15. Februar 2012 13:15;2313698;15.02.2012 13:15:00;2033381;2464990
13. Dezember 2012 14:30;2334413;13.12.2012 14:30:00;2609252;2465005
4. Februar 2015 18:30;2333452;04.02.2015 18:30:00;2793237;2465168
13. Februar 2013 10:15;2319587;13.02.2013 10:15:00;2565723;2465206
31. Januar 2012 10:00;2312473;31.01.2012 10:00:00;2579189;2465287
11. Dezember 2012 10:45;2328508;11.12.2012 10:45:00;2552598;2465349
23. Januar 2015 10:00;2321359;23.01.2015 10:00:00;2865519;2465450
12. Dezember 2013 11:00;2310294;12.12.2013 11:00:00;2768771;2465507
7. Dezember 2012 13:00;2322974;07.12.2012 13:00:00;2344702;2465514
6. Februar 2012 17:00;2339511;06.02.2012 17:00:00;2398176;2465586
12. Dezember 2013 10:45;2314176;12.12.2013 10:45:00;2769899;2465674
10. Dezember 2012 17:00;2326265;10.12.2012 17:00:00;2444660;2465676
27. November 2013 17:45;2323784;27.11.2013 17:45:00;2911359;2465693
11. Dezember 2012 10:15;2323786;11.12.2012 10:15:00;2581803;2465702
15. Februar 2012 14:00;2315035;15.02.2012 14:00:00;2050282;2465785
26. Januar 2015 10:30;2322698;26.01.2015 10:30:00;2612007;2465809
27. Februar 2013 10:30;2336839;27.02.2013 10:30:00;2498176;2465852
12. Dezember 2013 17:15;2312849;12.12.2013 17:15:00;2944505;2465900
30. Januar 2015 11:00;2317162;30.01.2015 11:00:00;2676015;2465900
13. Dezember 2012 14:15;2342120;13.12.2012 14:15:00;2605137;2465943
22. Februar 2013 11:00;2328782;22.02.2013 11:00:00;2511678;2465951
11. Dezember 2013 17:45;2319918;11.12.2013 17:45:00;2859397;2465977
1. Februar 2012 09:30;2307746;01.02.2012 09:30:00;2649023;2466336
9. Februar 2015 09:30;2313623;09.02.2015 09:30:00;2722646;2466369
6. Dezember 2012 17:15;2322382;06.12.2012 17:15:00;2917265;2466399
12. Dezember 2013 17:45;2313488;12.12.2013 17:45:00;2954161;2466508
12. Dezember 2012 12:00;2346268;12.12.2012 12:00:00;2747912;2466517
2. Februar 2012 12:45;2322083;02.02.2012 12:45:00;2366127;2466526
30. Januar 2012 10:15;2316877;30.01.2012 10:15:00;2469920;2466537
10. Februar 2012 17:45;2337582;10.02.2012 17:45:00;2205788;2466618
7. Dezember 2012 12:30;2318906;07.12.2012 12:30:00;2342298;2466776
25. Januar 2013 11:00;2335998;25.01.2013 11:00:00;2608798;2466861
17. Januar 2012 09:45;2309799;17.01.2012 09:45:00;2309121;2466936
11. Dezember 2012 10:00;2332522;11.12.2012 10:00:00;2631675;2466949
7. Dezember 2012 08:15;2330836;07.12.2012 08:15:00;2580113;2467206
11. Dezember 2012 11:45;2343549;11.12.2012 11:45:00;2499033;2467227
6. Februar 2012 07:30;2328560;06.02.2012 07:30:00;2520577;2467451
6. Dezember 2012 18:00;2324636;06.12.2012 18:00:00;2976569;2467470
11. Dezember 2012 12:00;2336127;11.12.2012 12:00:00;2471939;2467479
3. Februar 2015 09:00;2325707;03.02.2015 09:00:00;2766418;2467488
18. Februar 2015 09:45;2322908;18.02.2015 09:45:00;2681185;2467584
9. Februar 2012 20:15;2320448;09.02.2012 20:15:00;2672354;2467612
2. Februar 2015 12:00;2333061;02.02.2015 12:00:00;2643600;2467675
21. Januar 2015 11:45;2313846;21.01.2015 11:45:00;2720261;2467697
3. Dezember 2012 18:30;2318749;03.12.2012 18:30:00;2667154;2467713
13. Dezember 2012 14:00;2342900;13.12.2012 14:00:00;2469237;2467764
26. Januar 2015 10:45;2321976;26.01.2015 10:45:00;2612561;2467772
18. Januar 2012 09:45;2313618;18.01.2012 09:45:00;2305917;2467874
22. Februar 2013 09:45;2328242;22.02.2013 09:45:00;2594398;2467929
26. Januar 2015 12:00;2319355;26.01.2015 12:00:00;2648155;2467989
30. Januar 2015 10:15;2315419;30.01.2015 10:15:00;2654413;2468100
22. Januar 2015 10:30;2317833;22.01.2015 10:30:00;2533783;2468118
12. Dezember 2013 17:30;2313911;12.12.2013 17:30:00;2962156;2468253
12. Dezember 2013 09:00;2313904;12.12.2013 09:00:00;2863730;2468356
19. Januar 2012 12:00;2308633;19.01.2012 12:00:00;2242241;2468471
28. November 2013 18:00;2327240;28.11.2013 18:00:00;2938067;2468646
25. Februar 2013 08:45;2330991;25.02.2013 08:45:00;2627334;2468720
21. Januar 2013 11:45;2328198;21.01.2013 11:45:00;2678978;2468862
23. Januar 2015 12:00;2332749;23.01.2015 12:00:00;2713149;2468964
16. Februar 2012 11:45;2319925;16.02.2012 11:45:00;2111844;2468983
14. Februar 2013 10:00;2327731;14.02.2013 10:00:00;2555535;2469255
4. Februar 2015 09:30;2330166;04.02.2015 09:30:00;2586563;2469277
13. Februar 2012 16:15;2339637;13.02.2012 16:15:00;2481446;2469282
3. Februar 2012 14:30;2327565;03.02.2012 14:30:00;2356397;2469365
30. Januar 2015 10:30;2322505;30.01.2015 10:30:00;2676651;2469557
11. Dezember 2013 18:00;2318932;11.12.2013 18:00:00;2864225;2469588
26. Februar 2013 09:15;2339903;26.02.2013 09:15:00;2608120;2469648
17. Januar 2013 08:45;2323476;17.01.2013 08:45:00;2877227;2469689
12. Dezember 2013 18:15;2319071;12.12.2013 18:15:00;2998233;2469692
24. Januar 2013 09:45;2335023;24.01.2013 09:45:00;2612108;2469696
9. Februar 2012 15:45;2330209;09.02.2012 15:45:00;2254438;2469832
3. Februar 2012 07:45;2326889;03.02.2012 07:45:00;2668262;2469899
29. Januar 2015 10:30;2302091;29.01.2015 10:30:00;2378754;2469932
18. Februar 2015 10:30;2326306;18.02.2015 10:30:00;2559295;2470022
15. Februar 2012 08:30;2305782;15.02.2012 08:30:00;2299401;2470032
10. Februar 2015 09:00;2317909;10.02.2015 09:00:00;2575774;2470032
7. Februar 2012 20:45;2331033;07.02.2012 20:45:00;2326170;2470113
3. Februar 2012 08:00;2335042;03.02.2012 08:00:00;2668165;2470220
1. Februar 2012 19:00;2320006;01.02.2012 19:00:00;2262670;2470330
6. Dezember 2012 18:30;2328406;06.12.2012 18:30:00;3021557;2470418
3. Februar 2012 13:00;2336420;03.02.2012 13:00:00;2296200;2470463
11. Dezember 2012 08:30;2325098;11.12.2012 08:30:00;2761363;2470496
25. Januar 2013 10:45;2337653;25.01.2013 10:45:00;2645286;2470615
2. Februar 2012 08:15;2320213;02.02.2012 08:15:00;2683477;2470857
1. Februar 2012 08:45;2317518;01.02.2012 08:45:00;2626386;2470865
1. Februar 2012 09:15;2312566;01.02.2012 09:15:00;2650654;2471030
6. Dezember 2012 17:30;2328428;06.12.2012 17:30:00;2970997;2471041
9. Februar 2015 08:45;2319258;09.02.2015 08:45:00;2703442;2471046
11. Dezember 2012 09:45;2326727;11.12.2012 09:45:00;2636886;2471063
23. Januar 2015 10:30;2328399;23.01.2015 10:30:00;2879225;2471112
29. Januar 2015 10:45;2300814;29.01.2015 10:45:00;2381048;2471133
25. Februar 2013 09:45;2343040;25.02.2013 09:45:00;2658184;2471286
5. Februar 2015 19:00;2333742;05.02.2015 19:00:00;2870155;2471410
6. Februar 2012 16:45;2337586;06.02.2012 16:45:00;2391845;2471430
17. Januar 2012 08:30;2319786;17.01.2012 08:30:00;2378890;2471493
30. Januar 2015 10:00;2323104;30.01.2015 10:00:00;2547561;2471510
13. Februar 2012 19:45;2341932;13.02.2012 19:45:00;2570968;2471528
27. November 2013 18:00;2334313;27.11.2013 18:00:00;2906945;2471529
3. Februar 2011 10:30;2328331;03.02.2011 10:30:00;2315064;2481576
12. Februar 2021 09:00;2355361;12.02.2021 09:00:00;2680487;2481581
2. Februar 2011 09:00;2334359;02.02.2011 09:00:00;2419084;2481640
27. Januar 2011 12:00;2349183;27.01.2011 12:00:00;2201167;2481681
30. November 2010 12:00;2341824;30.11.2010 12:00:00;2836494;2481998
12. Januar 2021 11:30;2348178;12.01.2021 11:30:00;2670657;2482127
27. Januar 2010 10:30;2330790;27.01.2010 10:30:00;2820795;2482260
21. Januar 2011 12:00;2341061;21.01.2011 12:00:00;2498773;2482539
14. Dezember 2010 16:15;2341532;14.12.2010 16:15:00;2783920;2482887
25. Januar 2011 09:15;2338113;25.01.2011 09:15:00;2682775;2482908
31. Januar 2011 09:30;2336116;31.01.2011 09:30:00;2745485;2482967
10. Dezember 2010 11:00;2344452;10.12.2010 11:00:00;2880862;2483813
3. Dezember 2010 08:30;2335631;03.12.2010 08:30:00;2991252;2483955
2. Februar 2011 18:30;2339100;02.02.2011 18:30:00;2630016;2483961
24. Januar 2011 18:15;2338977;24.01.2011 18:15:00;3011560;2484426
31. Januar 2011 11:15;2336187;31.01.2011 11:15:00;2748386;2484458
30. November 2010 18:45;2345562;30.11.2010 18:45:00;2915454;2484586
3. Februar 2011 10:00;2329079;03.02.2011 10:00:00;2306117;2484595
26. Januar 2010 12:00;2338445;26.01.2010 12:00:00;2936290;2484833
27. Januar 2021 12:30;2311690;27.01.2021 12:30:00;2683267;2484879
17. Dezember 2010 08:30;2349429;17.12.2010 08:30:00;2781185;2485167
15. Dezember 2010 14:15;2353678;15.12.2010 14:15:00;2774149;2485362
3. Dezember 2010 18:00;2344737;03.12.2010 18:00:00;3070556;2485669
13. Dezember 2010 19:15;2334356;13.12.2010 19:15:00;2978435;2485780
31. Januar 2011 09:00;2339559;31.01.2011 09:00:00;2931491;2485902
1. Dezember 2010 10:30;2341656;01.12.2010 10:30:00;2816749;2485932
27. Januar 2010 12:00;2339418;27.01.2010 12:00:00;2768398;2486184
27. Januar 2021 09:45;2316087;27.01.2021 09:45:00;2749173;2486815
1. Dezember 2010 16:30;2322163;01.12.2010 16:30:00;2711988;2486830
17. Dezember 2010 17:15;2350453;17.12.2010 17:15:00;2957111;2487152
24. Januar 2011 18:30;2339047;24.01.2011 18:30:00;3021167;2487223
27. Januar 2010 11:45;2345929;27.01.2010 11:45:00;2785219;2487225
14. Dezember 2010 19:30;2340651;14.12.2010 19:30:00;2952772;2487323
14. Dezember 2010 13:30;2349925;14.12.2010 13:30:00;2537702;2487353
1. Dezember 2010 12:15;2335392;01.12.2010 12:15:00;2671852;2487469
27. Januar 2021 13:30;2308191;27.01.2021 13:30:00;2811416;2487674
1. Dezember 2010 18:45;2331542;01.12.2010 18:45:00;3060242;2487782
2. Dezember 2010 19:00;2336667;02.12.2010 19:00:00;3181551;2488319
25. Januar 2011 11:15;2332514;25.01.2011 11:15:00;2547074;2488578
27. Januar 2021 13:45;2303916;27.01.2021 13:45:00;2822997;2488821
3. Dezember 2010 11:45;2353495;03.12.2010 11:45:00;3054135;2488882
26. Januar 2010 11:45;2339400;26.01.2010 11:45:00;2953795;2489106
17. Dezember 2010 18:30;2345655;17.12.2010 18:30:00;2896694;2489138
11. Februar 2021 12:00;2323631;11.02.2021 12:00:00;2675512;2489153
17. Dezember 2010 11:30;2351889;17.12.2010 11:30:00;2810969;2489225
28. Januar 2010 11:45;2340497;28.01.2010 11:45:00;2488223;2489434
11. Februar 2021 10:45;2316095;11.02.2021 10:45:00;2804839;2489557
2. Februar 2011 12:00;2337610;02.02.2011 12:00:00;2300927;2489743
11. Februar 2021 11:00;2318796;11.02.2021 11:00:00;2803131;2490292
1. Februar 2011 09:30;2336164;01.02.2011 09:30:00;2680325;2490539
11. Februar 2021 09:30;2309948;11.02.2021 09:30:00;3057166;2490727
21. Januar 2011 11:45;2350008;21.01.2011 11:45:00;2527497;2490950
3. Dezember 2010 09:30;2343211;03.12.2010 09:30:00;3064968;2491063
1. Februar 2011 19:00;2338251;01.02.2011 19:00:00;3093766;2491244
12. Februar 2021 11:15;2335093;12.02.2021 11:15:00;2627123;2491328
12. Januar 2021 12:15;2361087;12.01.2021 12:15:00;2737932;2491717
2. Februar 2011 08:45;2341219;02.02.2011 08:45:00;2432785;2492115
3. Dezember 2010 08:45;2339924;03.12.2010 08:45:00;2997784;2492244
15. Dezember 2010 14:00;2361316;15.12.2010 14:00:00;2739211;2492301
1. Februar 2011 13:45;2341798;01.02.2011 13:45:00;2707919;2492307
12. Januar 2021 10:30;2358513;12.01.2021 10:30:00;2816170;2492845
25. Januar 2011 08:30;2347229;25.01.2011 08:30:00;2694225;2492907
2. Dezember 2010 12:00;2360856;02.12.2010 12:00:00;2964886;2492943
12. Februar 2021 09:30;2370787;12.02.2021 09:30:00;2624280;2493012
30. November 2010 18:15;2354020;30.11.2010 18:15:00;2930811;2493077
11. Februar 2021 09:45;2310511;11.02.2021 09:45:00;3066204;2493104
27. Januar 2011 11:45;2352401;27.01.2011 11:45:00;2229036;2493279
27. Januar 2021 10:15;2319754;27.01.2021 10:15:00;2565975;2493385
17. Dezember 2010 09:30;2358148;17.12.2010 09:30:00;2809824;2493495
1. Februar 2011 12:15;2340820;01.02.2011 12:15:00;2740447;2493697
30. November 2010 18:30;2347321;30.11.2010 18:30:00;2920515;2494339
16. Dezember 2010 16:45;2357154;16.12.2010 16:45:00;2598901;2494763
24. Januar 2011 09:30;2347843;24.01.2011 09:30:00;2719683;2494872
3. Dezember 2010 17:45;2344165;03.12.2010 17:45:00;3080023;2495152
3. Dezember 2010 09:15;2343322;03.12.2010 09:15:00;3061023;2495262
13. Dezember 2010 19:00;2353040;13.12.2010 19:00:00;3052532;2495277
2. Dezember 2010 18:45;2348260;02.12.2010 18:45:00;3201431;2495301
15. Dezember 2010 12:30;2355634;15.12.2010 12:30:00;2780756;2495880
24. Januar 2011 08:45;2348046;24.01.2011 08:45:00;2648492;2496516
31. Januar 2011 09:45;2361599;31.01.2011 09:45:00;2765952;2496529
17. Dezember 2010 08:45;2355040;17.12.2010 08:45:00;2787110;2496788
17. Dezember 2010 17:45;2356839;17.12.2010 17:45:00;2986137;2496806
13. Dezember 2010 11:45;2357615;13.12.2010 11:45:00;2759176;2497068
14. Dezember 2010 13:45;2360610;14.12.2010 13:45:00;2555592;2497081
1. Dezember 2010 11:30;2349348;01.12.2010 11:30:00;2812129;2497124
3. Dezember 2010 09:45;2352217;03.12.2010 09:45:00;3068140;2497345
9. Dezember 2020 12:00;2359096;09.12.2020 12:00:00;2560419;2497369
2. Februar 2011 09:30;2342494;02.02.2011 09:30:00;2404707;2497413
17. Dezember 2010 18:15;2355627;17.12.2010 18:15:00;2909737;2497598
13. Dezember 2010 12:00;2359999;13.12.2010 12:00:00;2753993;2497616
17. Dezember 2010 09:15;2361793;17.12.2010 09:15:00;2817152;2497821
10. Dezember 2010 12:00;2361033;10.12.2010 12:00:00;2638139;2497962
3. Dezember 2010 12:00;2348200;03.12.2010 12:00:00;3049751;2498261
2. Februar 2011 11:00;2348869;02.02.2011 11:00:00;2331128;2499006
25. Januar 2011 10:30;2352676;25.01.2011 10:30:00;2529181;2499255
15. Dezember 2010 13:15;2365853;15.12.2010 13:15:00;2754042;2499618
1. Februar 2011 08:45;2350981;01.02.2011 08:45:00;2786802;2499712
1. Dezember 2010 10:45;2344376;01.12.2010 10:45:00;2824407;2499980
27. Januar 2021 10:00;2325433;27.01.2021 10:00:00;2735210;2500269
24. Januar 2011 09:15;2350131;24.01.2011 09:15:00;2712547;2500647
31. Januar 2011 11:30;2350107;31.01.2011 11:30:00;2769247;2500866
12. Februar 2021 12:45;2307505;12.02.2021 12:45:00;2467225;2501119
25. Januar 2011 11:00;2352765;25.01.2011 11:00:00;2528687;2501376
27. Januar 2021 11:30;2327297;27.01.2021 11:30:00;2464949;2501544
15. Dezember 2010 13:45;2360314;15.12.2010 13:45:00;2748952;2501625
27. Januar 2021 10:45;2331646;27.01.2021 10:45:00;2552198;2502030
10. Dezember 2010 11:45;2365983;10.12.2010 11:45:00;2663942;2502172
3. Dezember 2010 09:00;2360534;03.12.2010 09:00:00;3013902;2502325
25. Januar 2011 10:45;2360242;25.01.2011 10:45:00;2530796;2502354
1. Dezember 2010 11:00;2355525;01.12.2010 11:00:00;2824115;2502374
30. November 2010 17:30;2364806;30.11.2010 17:30:00;3085048;2502700
3. Dezember 2010 10:45;2358118;03.12.2010 10:45:00;3116384;2502754
1. Dezember 2020 11:45;2361361;01.12.2020 11:45:00;2841105;2502772
